display size,name,url
15.6,HP Victus 15 Gaming Laptop AMD Ryzen 5 7535HS / 8GB DDR5 RAM / 512GB NVMe SSD / NVIDIA GeForce RTX 2050 4GB Graphics / 15.6″ FHD 144Hz Display / Windows 11 Home,https://www.daraz.com.np/products/hp-victus-15-gaming-laptop-amd-ryzen-5-7535hs-8gb-ddr5-ram-512gb-nvme-ssd-nvidia-geforce-rtx-2050-4gb-graphics-156-fhd-144hz-display-windows-11-home-i128739472-s1036911476.html?search=1
15.6,"Dell Vostro 3520 i3 12th Gen | 16GB RAM | 512GB SSD | 15.6"" 120Hz FHD Display Laptop",https://www.daraz.com.np/products/dell-vostro-3520-i3-12th-gen-16gb-ram-512gb-ssd-156-120hz-fhd-display-laptop-i129017788-s1037011250.html?search=1
15.6,"Acer Nitro V i5 13th Gen 13420H | 16GB DDR5 | 512GB SSD | RTX 4050 6GB | 15.6"" FHD 144Hz | Win 11",https://www.daraz.com.np/products/acer-nitro-v-i5-13th-gen-13420h-16gb-ddr5-512gb-ssd-rtx-4050-6gb-156-fhd-144hz-win-11-i129858201-s1037711267.html?search=1
15.6,HP Victus 15 i5 13th Gen 16GB 512GB RTX 3050 15.6 144Hz Win 11,https://www.daraz.com.np/products/hp-victus-15-i5-13th-gen-16gb-512gb-rtx-3050-156-144hz-win-11-i128127277-s1035225039.html?search=1
15.6,"Acer Nitro V 15 Intel Core i5 13th Gen 13420H - 8GB DDR5 RAM - 512GB NVMe SSD - NVIDIA RTX 3050 6GB Graphics - 15.6"" FHD 144Hz Display - Backlit Keyboard",https://www.daraz.com.np/products/acer-nitro-v-15-intel-core-i5-13th-gen-13420h-8gb-ddr5-ram-512gb-nvme-ssd-nvidia-rtx-3050-6gb-graphics-156-fhd-144hz-display-backlit-keyboard-i128519019-s1036044368.html?search=1
15.6,"Acer Nitro V 15 2023 i5 13420H | RTX 4050 6GB | 16GB RAM | 512GB SSD | 15.6"" FHD 144Hz display | 1 Year Warranty",https://www.daraz.com.np/products/acer-nitro-v-15-2023-i5-13420h-rtx-4050-6gb-16gb-ram-512gb-ssd-156-fhd-144hz-display-1-year-warranty-i129836740-s1037684933.html?search=1
15.6,Lenovo ideapad Slim 3 i5 13th Gen 8GB RAM 512ssd 15.6 Screen Laptop,https://www.daraz.com.np/products/lenovo-ideapad-slim-3-i5-13th-gen-8gb-ram-512ssd-156-screen-laptop-i128136700-s1035240055.html?search=1
14,"Dell Latitude E5470 I5-6th Gen | 8 GB RAM | 256 GB SSD | 14"" Screen",https://www.daraz.com.np/products/dell-latitude-e5470-i5-6th-gen-8-gb-ram-256-gb-ssd-14-screen-i123538890-s1037331736.html?search=1
15.6,"Lenovo Ideapad Slim 3 i3 13th Gen 8GB RAM 256GB ssd 15.6"" FHD Laptop",https://www.daraz.com.np/products/lenovo-ideapad-slim-3-i3-13th-gen-8gb-ram-256gb-ssd-156-fhd-laptop-i128202161-s1035310879.html?search=1
14,Mi Notebook Pro Intel Core i5 11th Gen16GB/512GB SSD/Iris Xe Graphics 14 Inch Laptop,https://www.daraz.com.np/products/mi-notebook-pro-intel-core-i5-11th-gen16gb512gb-ssdiris-xe-graphics-14-inch-laptop-i113998214-s1030999621.html?search=1
15.6,"Acer Aspire 5 / Core i3 11th Gen / 8GB RAM / 128GB SSD / 1TB HDD / 15.6"" FHD / WIN10 Genuine Laptop",https://www.daraz.com.np/products/acer-aspire-5-core-i3-11th-gen-8gb-ram-128gb-ssd-1tb-hdd-156-fhd-win10-genuine-laptop-i113601038-s1030884979.html?search=1
14,Dell Celeron 5470 Intel UHD 8/256GB SSD,https://www.daraz.com.np/products/dell-celeron-5470-intel-uhd-8256gb-ssd-i129342925-s1037366468.html?search=1
15.6,"Acer Aspire 5 i3 11Th Gen 8GB Ram 256gb Ssd 15.6"" Fhd Display",https://www.daraz.com.np/products/acer-aspire-5-i3-11th-gen-8gb-ram-256gb-ssd-156-fhd-display-i128487184-s1037182475.html?search=1
15.6,"Dell Vostro 3520 i5 12th Gen | 8GB RAM | 256GB SSD | 15.6"" 120Hz FHD | Black",https://www.daraz.com.np/products/dell-vostro-3520-i5-12th-gen-8gb-ram-256gb-ssd-156-120hz-fhd-black-i128524301-s1036048549.html?search=1
13.6,"Apple MacBook Air 13.6"" M2/8C CPU/8C GPU/8GB/256GB - EvoStore",https://www.daraz.com.np/products/apple-macbook-air-136-m28c-cpu8c-gpu8gb256gb-evostore-i117770489-s1032286854.html?search=1
15.6,"ASUS Zephyrus G15 GA503QE / Ryzen 9 5900HS / RTX 3050ti 4GB / 16GB RAM / 1TB SSD / 15.6"" FHD 144hz",https://www.daraz.com.np/products/asus-zephyrus-g15-ga503qe-ryzen-9-5900hs-rtx-3050ti-4gb-16gb-ram-1tb-ssd-156-fhd-144hz-i111810761-s1034302903.html?search=1
14,"Asus VivoBook I512th Gen 16GB/512GB/14""inch display/Numpad/Windows 11",https://www.daraz.com.np/products/asus-vivobook-i512th-gen-16gb512gb14inch-displaynumpadwindows-11-i129371256-s1037373549.html?search=1
13.3,Dell Latitude E7390 Laptop I5-8th Gen 256 GB SSD 8 GB RAM Ultrabook,https://www.daraz.com.np/products/dell-latitude-e7390-laptop-i5-8th-gen-256-gb-ssd-8-gb-ram-ultrabook-i129075425-s1037338431.html?search=1
11.6,AVITA Magus Cosmos 2in1 NS12T5IN025P/ N4000,https://www.daraz.com.np/products/avita-magus-cosmos-2in1-ns12t5in025p-n4000-i108930357-s1029438113.html?search=1
15.6,"Asus Vivobook Go E1504 Intel Core i3 N305 Thin and Light Laptop - 8GB DDR4 RAM - 256GB NVMe SSD - 15.6"" FHD Display - Silver",https://www.daraz.com.np/products/asus-vivobook-go-e1504-intel-core-i3-n305-thin-and-light-laptop-8gb-ddr4-ram-256gb-nvme-ssd-156-fhd-display-silver-i129110758-s1037126709.html?search=1
13.3,Dell Latitude E5300 i5-8th Gen 8GB 256 SSD 13.3″ Ultrabook,https://www.daraz.com.np/products/dell-latitude-e5300-i5-8th-gen-8gb-256-ssd-133-ultrabook-i128496077-s1037571755.html?search=1
14,"Dell 5470 Intel Celeron, 8GB RAM 256GB SSD, 14"" FHD DISPLAY, BACKLIT KEYBOARD, BLACK",https://www.daraz.com.np/products/dell-5470-intel-celeron-8gb-ram-256gb-ssd-14-fhd-display-backlit-keyboard-black-i125304194-s1034012371.html?search=1
14,ASUS ZENBOOK 14X OLED Q410VA Core i5 -13500H / 8 GB DDR5 RAM/ 512GB SSD/ 14.5″ OLED Touch Screen / Backlit Keyboard/ Win 11,https://www.daraz.com.np/products/asus-zenbook-14x-oled-q410va-core-i5-13500h-8-gb-ddr5-ram-512gb-ssd-145-oled-touch-screen-backlit-keyboard-win-11-i129862218-s1037709151.html?search=1
15.6,"HP Victus 15 Ryzen 5 7535HS /16 GB DDR5 RAM/ 512 GB NVME SSD/15.6"" 144Hrz Display / 4GB RTX 2050 DDR6 Graphics/Backlit Keyboard/ Win 11",https://www.daraz.com.np/products/hp-victus-15-ryzen-5-7535hs-16-gb-ddr5-ram-512-gb-nvme-ssd156-144hrz-display-4gb-rtx-2050-ddr6-graphicsbacklit-keyboard-win-11-i128639926-s1036378226.html?search=1
14,"Asus ZenBook 14 Q407IQ Laptop / Ryzen 5 4500U / MX350 / 8GB RAM / 256GB SSD / 14"" FHD display",https://www.daraz.com.np/products/asus-zenbook-14-q407iq-laptop-ryzen-5-4500u-mx350-8gb-ram-256gb-ssd-14-fhd-display-i125215411-s1033995702.html?search=1
15.6,"Lenovo IP Slim 3 Core i5 13th Gen 13420H/ 8GB DDR 5 RAM/512 GB SSD/15.6"" FHD/Win 11",https://www.daraz.com.np/products/lenovo-ip-slim-3-core-i5-13th-gen-13420h-8gb-ddr-5-ram512-gb-ssd156-fhdwin-11-i128225520-s1035363831.html?search=1
14,"Lenovo V14 Celeron | 4GB RAM | 256GB SSD | 14"" HD Display Laptop",https://www.daraz.com.np/products/lenovo-v14-celeron-4gb-ram-256gb-ssd-14-hd-display-laptop-i129028582-s1037039112.html?search=1
15.6,"Dell Vostro 3520 i5 12th Gen | 8GB RAM | 512GB SSD | 15.6"" 120Hz FHD | Black",https://www.daraz.com.np/products/dell-vostro-3520-i5-12th-gen-8gb-ram-512gb-ssd-156-120hz-fhd-black-i128524305-s1036053292.html?search=1
15.6,Dell Inspiron 15 3520 - i3 1215U | 8GB | 512GB SSD | Intel UHD | FHD | UBT | 2 Years Warranty,https://www.daraz.com.np/products/dell-inspiron-15-3520-i3-1215u-8gb-512gb-ssd-intel-uhd-fhd-ubt-2-years-warranty-i128175073-s1039743476.html?search=1
14,"Acer Swift 3 Laptop /Ryzen 7 5700U/8GB/512 GB/14"" FHD/Backlit Keyboard/Win 10",https://www.daraz.com.np/products/acer-swift-3-laptop-ryzen-7-5700u8gb512-gb14-fhdbacklit-keyboardwin-10-i110946950-s1030070955.html?search=1
15.6,"Dell Vostro 3520 i3 12th Gen | 8GB RAM | 512GB SSD | 15.6"" FHD 120Hz Display Laptop",https://www.daraz.com.np/products/dell-vostro-3520-i3-12th-gen-8gb-ram-512gb-ssd-156-fhd-120hz-display-laptop-i128509518-s1036030849.html?search=1
15.6,Dell Vostro 3520 Intel Core i5 12th Generation – 8GB DDR4 RAM – 256GB SSD Storage – Intel UHD Graphics – 15.6″ FHD Display – Black,https://www.daraz.com.np/products/dell-vostro-3520-intel-core-i5-12th-generation-8gb-ddr4-ram-256gb-ssd-storage-intel-uhd-graphics-156-fhd-display-black-i129095265-s1037093781.html?search=1
15.6,"CHUWI GemiBook X Laptop丨15.6"" IPS Display Intel 11th Gen. Celeron N5100 CPU Upto 2.8GHz丨8G DDR4丨256GB SSD Windows 11 + Free Gift",https://www.daraz.com.np/products/chuwi-gemibook-x-laptop156-ips-display-intel-11th-gen-celeron-n5100-cpu-upto-28ghz8g-ddr4256gb-ssd-windows-11-free-gift-i118254598-s1032410324.html?search=1
15.6,"Dell G5 15 5511 / i5-11400H / 8GB / 256 SSD / NVIDIA RTX 3050-4GB GDDR6 / 15.6"" FHD",https://www.daraz.com.np/products/dell-g5-15-5511-i5-11400h-8gb-256-ssd-nvidia-rtx-3050-4gb-gddr6-156-fhd-i112764063-s1030550046.html?search=1
15.6,"Dell Vostro 15 3520 (Intel Core i5 - 1235U Processor | 8GB RAM | 512GB SSD | Intel UHD Graphics Card | 15.6"" FHD Display)",https://www.daraz.com.np/products/dell-vostro-15-3520-intel-core-i5-1235u-processor-8gb-ram-512gb-ssd-intel-uhd-graphics-card-156-fhd-display-i129990928-s1037879291.html?search=1
14,Acer Aspire 3 AL14-31P Ultraslimbook i3-N305-8GB RAM-512GB SS-14FHD-Sliver Color,https://www.daraz.com.np/products/acer-aspire-3-al14-31p-ultraslimbook-i3-n305-8gb-ram-512gb-ss-14fhd-sliver-color-i129691037-s1037561198.html?search=1
14,"Lenovo IdeaPad Flex 5 14ARE05 2-in-1 / Ryzen 3 4300U / 4GB RAM / 128GB SSD / 14"" FHD 360 TouchScreen Display",https://www.daraz.com.np/products/lenovo-ideapad-flex-5-14are05-2-in-1-ryzen-3-4300u-4gb-ram-128gb-ssd-14-fhd-360-touchscreen-display-i107605596-s1028925349.html?search=1
15.6,"Dell Inspiron 3511 i3 1115G4/8gb RAM/256gb SSD/15.6"" FHD/Windows 11 Home/11th Gen Laptop",https://www.daraz.com.np/products/dell-inspiron-3511-i3-1115g48gb-ram256gb-ssd156-fhdwindows-11-home11th-gen-laptop-i128645315-s1036335660.html?search=1
15.6,"Lenovo IP 3 Slim 3 Core i3 13th Gen/8 GB DDR5 RAM/256 GB SSD/15.6"" FHD/ Win 11",https://www.daraz.com.np/products/lenovo-ip-3-slim-3-core-i3-13th-gen8-gb-ddr5-ram256-gb-ssd156-fhd-win-11-i128273615-s1035515800.html?search=1
14,"ASUS Vivobook Go E1404GA - (Intel i3 13th Gen N305, 14"" FHD Display, 8GB RAM, 256GB SSD, Fingerprint, Bagpack, Mouse Win11, 2 Yrs Int'l Warranty)",https://www.daraz.com.np/products/asus-vivobook-go-e1404ga-intel-i3-13th-gen-n305-14-fhd-display-8gb-ram-256gb-ssd-fingerprint-bagpack-mouse-win11-2-yrs-intl-warranty-i128604258-s1036226068.html?search=1
14,Acer Travelmate P2 i5 12th Gen 1235U – 8GB DDR4 RAM – 512GB SSD – 14″ FHD Display – Intel UHD Graphics - Backlit Keyboard,https://www.daraz.com.np/products/acer-travelmate-p2-i5-12th-gen-1235u-8gb-ddr4-ram-512gb-ssd-14-fhd-display-intel-uhd-graphics-backlit-keyboard-i127871739-s1034862265.html?search=1
14,"Lenovo IdeaPad Slim 3i 2023 15 i3 13Th Gen / 8GB RAM / 256GB / 15.6"" FHD display",https://www.daraz.com.np/products/lenovo-ideapad-slim-3i-2023-15-i3-13th-gen-8gb-ram-256gb-156-fhd-display-i128155035-s1035244616.html?search=1
13.3,HP Pavilion Aero 13 With Ryzen 5 5500U Processor 13.3 Inch WQXA Display 16GB RAM 1 TB ROM,https://www.daraz.com.np/products/hp-pavilion-aero-13-with-ryzen-5-5500u-processor-133-inch-wqxa-display-16gb-ram-1-tb-rom-i128233005-s1035371146.html?search=1
14,"Asus Zenbook Q410VA i5 13th Gen 13500H EVO 8GB RAM 512GB ssd 14.5"" OLED Touch Laptop",https://www.daraz.com.np/products/asus-zenbook-q410va-i5-13th-gen-13500h-evo-8gb-ram-512gb-ssd-145-oled-touch-laptop-i128202116-s1035310799.html?search=1
14,"Asus ZenBook 14x Oled | 13th Gen Intel Evo Core i5 | 8GB RAM 512GB SSD | 14.5"" OLED 2.8K Touchscreen | Backlit | Grey | Win 11",https://www.daraz.com.np/products/asus-zenbook-14x-oled-13th-gen-intel-evo-core-i5-8gb-ram-512gb-ssd-145-oled-28k-touchscreen-backlit-grey-win-11-i128194302-s1035326925.html?search=1
15.6,"Acer Predator Helios 300 / i7 11th Gen / RTX 3060 / 16GB RAM / 1TB SSD /15.6"" QHD 165Hz Display",https://www.daraz.com.np/products/acer-predator-helios-300-i7-11th-gen-rtx-3060-16gb-ram-1tb-ssd-156-qhd-165hz-display-i128486228-s1035975940.html?search=1
15.6,Lenovo Legion Slim 5 2023 AMD Ryzen™ 5 7640HS/ RTX 4060 8 GB / 16 GB DDR5 RAM /1TB Gen 4 SSD / 16” WQXGA Display / 165Hz Refresh Rate,https://www.daraz.com.np/products/lenovo-legion-slim-5-2023-amd-ryzen-5-7640hs-rtx-4060-8-gb-16-gb-ddr5-ram-1tb-gen-4-ssd-16-wqxga-display-165hz-refresh-rate-i128927845-s1036883619.html?search=1
14,Asus GA401Q Zephyrus-Ryzen 7 5800HS-15.6 fhd 144hz RTX3060 6GB,https://www.daraz.com.np/products/asus-ga401q-zephyrus-ryzen-7-5800hs-156-fhd-144hz-rtx3060-6gb-i113638263-s1030907245.html?search=1
15.6,Lenovo LOQ 15IRH8 | 12th Gen Intel Core i5 12450H Processor | 8GB DDR5 RAM | 512GB SSD | NVIDIA GeForce RTX 2050 4GB Graphics Card | 15.6-inch FHD 144Hz Display | 1 Year Warranty | Lenovo Laptop| Windows | Gaming Laptop | Grey,https://www.daraz.com.np/products/lenovo-loq-15irh8-12th-gen-intel-core-i5-12450h-processor-8gb-ddr5-ram-512gb-ssd-nvidia-geforce-rtx-2050-4gb-graphics-card-156-inch-fhd-144hz-display-1-year-warranty-lenovo-laptop-windows-gaming-laptop-grey-i129824207-s1037910010.html?search=1
15.6,Lenovo Ideapad 1 | Celeron N4020 | 8GB RAM | 256GB SSD | 15.6″,https://www.daraz.com.np/products/lenovo-ideapad-1-celeron-n4020-8gb-ram-256gb-ssd-156-i123635629-s1033582618.html?search=1
14,"Asus Vivobook Flip Tp3402, i7, 12700h, 8Gb, 512Gb SSD, Touch 360 Display, Windows 11, Backlit Keyboard, Magic Numpad | Nagmani International",https://www.daraz.com.np/products/asus-vivobook-flip-tp3402-i7-12700h-8gb-512gb-ssd-touch-360-display-windows-11-backlit-keyboard-magic-numpad-nagmani-international-i120753313-s1032924609.html?search=1
16,"Asus vivobook pro 16x m7600qe - oled 5th gen/ r9 5900hx/16 gb ram/1 tb nvme ssd/16"" 4k (3840 x 2160) 90 hz , dialpad oled display/ nvidia rtx 3050ti 4 gb graphics/ backlit kb/backpack/mouse/genuine windows 11/2 year international warranty",https://www.daraz.com.np/products/vivobook-pro-16x-m7600qe-oled-r9-5900hx-16gb-ram-1tb-ssd-16-4koled-display-rtx-3050ti-4gb-graphics-backlit-fingerprint-bag-mouse-windows-11-2-year-international-warranty-nagmani-international-i115752815-s1034111781.html?search=1
15.6,"CHUWI HeroBook Plus 15.6"" Windows 10 Laptop 丨8GB LPDDR4丨256GB SSD丨IPS Display Windows 10 Home, Plastic Thin Body, Light and Portable + Free Gift",https://www.daraz.com.np/products/chuwi-herobook-plus-156-windows-10-laptop-8gb-lpddr4256gb-ssdips-display-windows-10-home-plastic-thin-body-light-and-portable-free-gift-i105735203-s1027555598.html?search=1
14,Asus Vivobook 14 X1404VA-EB149W i5- 1335U | 8GB | 512SSD | Intel® UHD Graphics | FHD,https://www.daraz.com.np/products/asus-vivobook-14-x1404va-eb149w-i5-1335u-8gb-512ssd-intel-uhd-graphics-fhd-i128491332-s1036903544.html?search=1
14,Acer Swift Go 14 AMD Ryzen 5 7530U Processor – 16GB DDR4 RAM – 512GB NVMe SSD – 14″ FHD IPS Screen – Backlit Keyboard – Silver,https://www.daraz.com.np/products/acer-swift-go-14-amd-ryzen-5-7530u-processor-16gb-ddr4-ram-512gb-nvme-ssd-14-fhd-ips-screen-backlit-keyboard-silver-i129215268-s1037229498.html?search=1
15.6,"Dell Inspiron 15 3515 / AMD Ryzen 3 3250U / 4GB / 1TB HDD / Radeon Graphics / 15.6"" FHD",https://www.daraz.com.np/products/dell-inspiron-15-3515-amd-ryzen-3-3250u-4gb-1tb-hdd-radeon-graphics-156-fhd-i116008834-s1031730387.html?search=1
15.6,Dell Inspiron 15 3530 - i5 1335U | 8GB | 512SSD | Intel UHD | FHD | 2 Years Warranty,https://www.daraz.com.np/products/dell-inspiron-15-3530-i5-1335u-8gb-512ssd-intel-uhd-fhd-2-years-warranty-i128175153-s1035275636.html?search=1
15.6,Lenovo IdeaPad Slim 3 13th Gen 13420H Intel Core i5 – 8GB DDR5 RAM – 512GB NVMe SSD – Intel Iris Xe Graphics – 15.6″ FHD TN Display – Arctic Grey,https://www.daraz.com.np/products/lenovo-ideapad-slim-3-13th-gen-13420h-intel-core-i5-8gb-ddr5-ram-512gb-nvme-ssd-intel-iris-xe-graphics-156-fhd-tn-display-arctic-grey-i128471375-s1035960584.html?search=1
14,Dell Latitude 5480 Intel Core I5 6th Gen 2.4 GHz Processor 8 GB RAM 256 GB SSD 14 Inch Touch Screen,https://www.daraz.com.np/products/dell-latitude-5480-intel-core-i5-6th-gen-24-ghz-processor-8-gb-ram-256-gb-ssd-14-inch-touch-screen-i125197363-s1037333940.html?search=1
15.6,Hp 255 G8 Ryzen 7 5700u 15.6 fullhd 512 ssd 8 gb ram silver color,https://www.daraz.com.np/products/hp-255-g8-ryzen-7-5700u-156-fullhd-512-ssd-8-gb-ram-silver-color-i117242506-s1032120057.html?search=1
15.6,"Dell Vostro 3520 Core i5 12th Gen/ 12GB RAM/512 GB SSD/15.6"" FHD/Win 11",https://www.daraz.com.np/products/dell-vostro-3520-core-i5-12th-gen-12gb-ram512-gb-ssd156-fhdwin-11-i129162509-s1037187376.html?search=1
14,"HONOR MagicBook X14 (2023), 12th Gen Intel Core i5-12450H (8GB/512GB NVMe SSD, 14-inch (35.56 cm) FHD IPS Anti-Glare T&L Laptop/Win 11/Backlit Keyboard/Fingerprint Login/1.43Kg), Gray",https://www.daraz.com.np/products/honor-magicbook-x14-2023-12th-gen-intel-core-i5-12450h-8gb512gb-nvme-ssd-14-inch-3556-cm-fhd-ips-anti-glare-tl-laptopwin-11backlit-keyboardfingerprint-login143kg-gray-i128169275-s1035322306.html?search=1
15.6,"Lenovo V15 celeron Laptop 4GB,256GB SSD,15.6 inch Display",https://www.daraz.com.np/products/lenovo-v15-celeron-laptop-4gb256gb-ssd156-inch-display-i128162455-s1035265747.html?search=1
14,"HP Pavilion 14 X360 Intel Core i5 12th Generation 8GB Ram 512GB SSD 14.0"" Touch 360",https://www.daraz.com.np/products/hp-pavilion-14-x360-intel-core-i5-12th-generation-8gb-ram-512gb-ssd-140-touch-360-i128475725-s1035969487.html?search=1
15.6,"Dell Inspiron 3520 i5 12th Gen | 8GB RAM | 512GB SSD | 15.6"" 120Hz FHD | Black",https://www.daraz.com.np/products/dell-inspiron-3520-i5-12th-gen-8gb-ram-512gb-ssd-156-120hz-fhd-black-i129084126-s1037085408.html?search=1
15.6,"Acer Aspire 5/Core i3 11th Gen/4GB RAM/128GB SSD/1TB HDD/15.6""FHD/WIN10 Genuine",https://www.daraz.com.np/products/acer-aspire-5-core-i3-11th-gen-4gb-ram-128gb-ssd-1tb-hdd-156-fhd-win10-genuine-i113599034-s1030880726.html?search=1
15.6,Dell Vostro i5-11th Gen 8/512,https://www.daraz.com.np/products/dell-vostro-i5-11th-gen-8512-i128194710-s1035310553.html?search=1
15.6,Acer Aspire 5 i7 13th Gen 1355U 2023 – 8GB DDR5 RAM – 512GB NVMe SSD – 15.6″ FHD Display – Iris Xe Graphics – Steel Grey,https://www.daraz.com.np/products/acer-aspire-5-i7-13th-gen-1355u-2023-8gb-ddr5-ram-512gb-nvme-ssd-156-fhd-display-iris-xe-graphics-steel-grey-i127991031-s1035029061.html?search=1
15.6,Dell Inspiron 3501 i3 10th Gen 4GB RAM 256GB SSD 15.’’6 FHD,https://www.daraz.com.np/products/dell-inspiron-3501-i3-10th-gen-4gb-ram-256gb-ssd-156-fhd-i119084075-s1032604837.html?search=1
15.6,"GateWay GWTN156 Ryzen 7 3700U I 8GB RAM I 512GB SSD I 15.6"" FHD IPS I Ultra Slim Laptop",https://www.daraz.com.np/products/gateway-gwtn156-ryzen-7-3700u-i-8gb-ram-i-512gb-ssd-i-156-fhd-ips-i-ultra-slim-laptop-i120125897-s1032819495.html?search=1
14,"ASUS Vivo Book X1402Z Core i5 12th Gen/8GB RAM/512 GB SSD/14"" FHD Display/Magic Numpad/ Win 11",https://www.daraz.com.np/products/asus-vivo-book-x1402z-core-i5-12th-gen8gb-ram512-gb-ssd14-fhd-displaymagic-numpad-win-11-i128491406-s1036002474.html?search=1
15.6,Lenovo Flex 5 i7 11th gen 16gb ram 512 ssd 15.6 full hd ips x360 Touch,https://www.daraz.com.np/products/lenovo-flex-5-i7-11th-gen-16gb-ram-512-ssd-156-full-hd-ips-x360-touch-i114235854-s1031036128.html?search=1
