graphics card,name
2800.0,"MSI Laptop Modern 15 A11SBU ( i7-11th Gen 1195G7 | 8GB RAM | 512GB SSD | MX450 2GB | 15.6"" FHD 100% sRGB Color Gamut | Backlit Keyboard | Win 10)"
,"Dell vostro 3400 I5|11Gen|8GB|256GB+1TB HDD| NVDIA Graphics card|14""inch Display with Backlit keyboard"
,Dell Inspiron 14 7430 i7 13th Gen - 1355U | 16GB | 512GB SSD | Intel Iris Xe | FHD Touch 2-in-1| Backlit Keyboard | Fingerprint | 2 Years Warranty
2800.0,"MSI Modern 14 B10MW | 10th Gen i7 10510U | 8GB RAM | 256GB SSD | Intel UHD | 14"" Full HD IPS Screen | White Backlight Keyboard | USB-C Port | 1.3 KG)"
2800.0,"ASUS Vivobook 14X (K3405) - 13th Gen Intel i9 13900H, 16GB RAM, 1TB NVMe SSD, 14.0-inch, WUXGA, Windows 11, Bagpack, Mouse, 2 Years Int'l Warranty - Nagmani International"
,Dell Latitude 3420 Intel I5-1135G7 14 Inches Hd Business Laptop (8Gb 512Gb Nvme ® Iris ® Xe Graphics
,Dell Vostro 3401 Core i3 10th Gen 4GB RAM 256GB HDD 14”HD Display
,xLab x-Book Series XL-156P Laptop + Accessories + Security & Software
2800.0,"ASUS Zenbook 14 Flip OLED UP3404VA -i7 13th Gen 1360P/ 16 GB RAM/ 1 TB G4 SSD/ Intel® Iris Xe Graphics/ 14"" OLED WQ+ 2.8K Display/ Genuine Windows 11/ Office/ Foggy silver/ Sleeve/ Stylus"
3050.0,"Asus Vivobook Pro 16X M7600Qe- Oled/ R9 5900Hx/ 16Gb Ram/ 1Tb Ssd/ 16"" 4K,Oled Display/ Rtx 3050Ti 4Gb Graphics/ Backlit/ Fingerprint/ Bag/ Mouse/ Windows 11/ 2 Year International Warranty - Nagmani International"
,"Asus Zenbook S 13 Oled - Ux5304Va (Intel I7 1355U/16Gb Ram/1 Tb Gen 4 Nvme Ssd/13.3"" Oled 2.8K Display/ Genuine Office/ Genuine Win 11/ Basalt Grey) - Nagmani International"
1500.0,Asus Vivobook Flip S 14 TP3402VA-LZ227W | i5-13500H | 8GB | 512GB SSD |Intel UHD Graphics | Touch | WUXGA | 2 Years Warranty | 1 Year Free Insurance
2800.0,"ASUS Vivobook 14X (M1405YA) - ( AMD Ryzen 7 7730U, 24GB RAM, 512GB SSD, 14"" WUXGA Display, Fingerprint ,Win 11, Bagpack, Mouse, 2 Years Int'l Warranty) - Nagmani International"
2800.0,"ASUS ZenBook 14 OLED UX3402VA ( i7 13th Gen 1360P / 16GB RAM / 1TB NVme SSD /14"" OLED display/Win 11 Home/Ponder Blue - Nagmani International"
,HP 15S-EQ2120AU RYZEN7 8GB RAM/512GB SSD/OS
,Mi Redmibook 15 Core I3 11Th Gen/8 Gb/256 Gb Ssd/Windows 10 Home/15.6-Inch(39.62 Cms) Fhd Anti Glare/Ms Office/Charcoal Gray/1.8 Kg Thin And Light Laptop
2050.0,Dell Inspiron 16 5630 i5 13th Gen - 1340P | 16GB | 512SSD | NVIDIA RTX 2050 4GB GDDR6 | FHD | Backlit Keyboard | Fingerprint | 2 Years Warranty
,Asus Vivobook Flip 14 TP3402ZA-LZ262W - i7 12700H | 16GB | 1TB SSD |Intel Iris Xe | WUXGA| Touch | Stylus
2800.0,"ASUS Zenbook 14 Flip OLED UP3404VA -i7 13th Gen 1360P/ 16 GB RAM/ 1 TB G4 SSD/ Intel® Iris Xe Graphics/ 14"" OLED WQ + 2.8K Display/ Genuine Windows 11/ Genuine Office/ Foggy Silver/ Sleeve/ Stylus - Nagmani International"
,AVITA LIBER V14 CORE i5-10210U
2800.0,"ASUS ZenBook 14 UX3402ZA ( i5 12th Gen 1240P / 16GB RAM / 512GB Gen 4 SSD /14"" WQXGA display/Win 11 Home/Ponder Blue - Nagmani International"
2800.0,"Asus Vivobook M1503Qa -5Th, Ryzen 5 5600H, 8 Gb, 512 Gb Nvme Ssd, 15.6 Inch Oled Display, Fingerprint"
,"Lenovo IdeaPad 3 15ITL05 81X80055US 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i3 11th Gen i3-1115G4 Dual-core (2 Core) 3 GHz - 4 GB RAM"
2000.0,"Asus 2023 Zenbook 14 Um3402Ya - 7Th, Ryzen 7 7730, 16Gb Ram, 1Tb Nvme Ssd, 14"" 2K Display , Backlit Keyboard, Magic Numpad, Fingerprint, Genuine Win 11, 2 Years, Jade Black - Nagmani International"
,Dell Inspiron 14 7430 - i5 1335U | 8GB | 512GB SSD | Intel Iris Xe | FHD Touch 2-in-1| Backlit Keyboard | Fingerprint | 2 Years Warranty
,"Dell Vostro 3520 i5 12th Gen | 8GB RAM | 256GB SSD + 1TB HDD | 15.6"" 120Hz FHD | Black"
2800.0,"Asus Zenbook Duo UX482 - 11th, i7, 16, SSD 1Tb, Dual Screen, 14: Nano Edge FHD LED + 2nd Touch Screen 12.6"", Nvidia MX450 2 GB, Windows 10, 2 years, Sleeve, Blue | Nagmani Interantional"
2800.0,"Asus VivoBook 15 X1502ZA (12th Gen Core i5/ 8GB/ 512GB SSD/ 15.6"" FHD/ Win11/ Backlit Keyboard/ Fingerprint/ BAG) / Nagmani International"
2800.0,"Asus Vivobook 15 X1502ZA, i5, 12th Gen , 8Gb, 512Gb Ssd, 15.6"" Display, Windows 11, Backlit Keyboard, Fingerprint | Nagmani International"
2800.0,ASUS Vivobook 15X OLED X1503ZA -i5/ 12th Gen/ 12500H/ 8 GB RAM/ 512 GB SSD/ Windows 11/ Quiet Blue - Nagmani International
,"Asus vivobook flip tn3402qa -ryzen 5 5600h, 8gb, 512 gb ssd, touch 360 display, backlit keyboard, magic numpad"
,"Mi Redmibook 15 Pro Intel Core I5 11Th Gen 15.6-Inch Thin And Light Laptop (8Gb/512 Gb Ssd/Windows 10 Home) (Charcoal Gray, 1.8 Kg, With Ms Office)"
2000.0,Avita Liber E Ryzen5 5500U AM14A2
2800.0,"Asus VivoBook 15 X1502ZA (12th Gen Core i7/ 8GB/ 512GB SSD/ 15.6"" FHD Touch Screen/ Win11/ Backlit Keyboard/ Fingerprint/ BAG) /Nagmani International"
2050.0,Dell Inspiron 16 5630 - i5 1340P | 16GB | 512SSD | NVIDIA RTX 2050 4GB GDDR6 | FHD | Backlit Keyboard | Fingerprint | 2 Years Warranty
2050.0,Dell Inspiron 16 5630 i7 13th Gen - 1360P | 16GB | 512SSD | NVIDIA RTX 2050 4GB GDDR6 | FHD | Backlit Keyboard | Fingerprint | 2 Years Warranty
,"HP 15-dw3021 / i5 11th Gen / 8GB / 256GB / Nvidia 2GB / 15.6"""
2800.0,"Asus Vivobook 15 X1502ZA, i3, 12th Gen Core , 4Gb, 25Gb SSD, 15.6"" Display Windows11, Backlit Keyboard, Fingerprint | Nagmani International"
2800.0,"ASUS Vivobook Flip TN3402QA -Ryzen 7 5800H/ 8GB RAM/ 512GB SSD/14"" WUXGA TOUCH 360 Display/ Windows 11/ Blue/ Backlit Keyboard/ Magic Numpad/ Fingerprint/ Stylus/ Backpack/ Nagmani Interrnational"
3050.0,Dell Inspiron G15 5515 - AMD Ryzen 7 5800H | 8GB + 8GB | 512SSD | NVIDIA RTX 3050 4GB GDDR6 | FHD | Win 11
,"CHUWI CoreBook X 14"" Windows 10 Home丨8GB LPDDR4丨512GB SSD丨2K Resolution IPS Display, Metal Thin Body, Light And Portable + Free Gift"
,Avita Satus Ultimus Celeron N4020 4GB 256GB SSD 14.1inch IPS display
2800.0,Dell Vostro 3520 i5 12th Gen Processor 256GB SSD 8GB RAM
1500.0,Asus Vivobook 14 X1404VA-EB244W i7- 1355U | 8GB | 512SSD | Intel® UHD Graphics | FHD
,Dell Inspiron 16 5630 i5 13th Gen - 1335U | 8GB | 512SSD | Intel Iris Xe | FHD | Backlit Keyboard | Fingerprint | 2 Years Warranty
,Asus Vivobook 14 X1402ZA-EB473W - i3 1215U | 4GB | 256SSD | Intel Iris Xe | FHD
,AVITA Essential Refresh NE14A2INC44A-MB Intel Celeron-N4020 14 inches (4GB/256GB SSD/Windows 10 Home/FHD/Integrated Graphics)
,Asus Vivobook 15 K513EA-BQ3051W - i5 1135G7 | 8GB | 512GB SSD| Intel UHD| FHD
1050.0,Dell Inspiron 15 3530 - i5 1335U | 8GB | 512SSD | MX550 2GB | Finger Print Reader | FHD | 2 Years Warranty
,"Lenovo IP3 Ryzen 7 5700U/8GB RAM/256GB SSD/14"" FHD"
,"xLab x-Book Series XL-156P Laptop- i3, 8GB RAM, 256GB SSD, Fingerprint Security, 15.6"" Full HD Display"
1500.0,Asus Vivobook 15 K513EA-L13390W - i3 1115G4 | 8GB | 256SSD | Intel UHD | FHD
2000.0,"Asus 2023 Zenbook 14 Um3402Ya - 7Th, Ryzen 5 7530, 8Gb Ram, 512Gb Nvme Ssd, 14"" 2K Display , Backlit Keyboard, Magic Numpad, Fingerprint, Genuine Win 11, 2 Years, Jade Black - Nagmani International"
2000.0,Dell Inspiron 16 5635 - Ryzen 7 7730U | 16GB | 512SSD | Radeon Graphics | Backlit Keyboard | Fingerprint | FHD | 2 Years Warranty
2800.0,"DELL INSPIRON 3501 / i5-1135G7 / 8GB / 512GB / NVIDIA GeForce MX330 2GB / 15"" FHD"
,"Lenovo ThinkPad E14 Gen 5 Core™ i5-1335U /16GB Ram/ 512GB SSD/WIN11 Pro / Backlit Keyboard / FP Reader / 14"" WUXGA (1920x1200) IPS GRAPHITE BLACK"
,"Asus World'S Smallest And Thinnest Laptop | Zenbook S 13 Oled Ultra Laptop, 13.3” Oled 2.8K Display, Intel Evo Certified, I7-1355U Cpu, Intel® Iris Xe Graphics, 16Gb Ram, 1Tb Ssd, Windows 11 | Nagmani International"
2800.0,"Dell Inspiron 15 3501 / i5 1135G7 / 4GB / 1TB / NVIDIA MX330 2GB GDDR5 / 15"" FHD"
,"HP 15s Intel i5 12th Gen | 8GB RAM | 512GB ssd | 15.6"" FHD | Backlit Keyboard Laptop"
,Dell Inspiron 16 5630 - i5 1335U | 8GB | 512SSD | Intel Iris Xe | FHD | Backlit Keyboard | Fingerprint |2 Years Warranty
2050.0,Dell Inspiron 14 5430 - i5 1340P | 16GB | 512SSD | NVIDIA RTX 2050 4GB GDDR6 | Backlit Keyboard | Fingerprint Reader | 2.5K | 2 Years Warranty
,Dell Inspiron 14 7430 - i7 1355U | 16GB | 512GB SSD | Intel Iris Xe | FHD Touch 2-in-1| Backlit Keyboard | Fingerprint | 2 Years Warranty
2000.0,Lenovo Ideapad Slim3 AMD Ryzen 7 7730U /8gb DDR4 ram / 512gb NVME SSD / 14.0 inch FHD Display
2800.0,"Asus VivoBook 14X X1405VA (13th Gen Core i5 13500H/ 8GB/ 512GB SSD/ 14"" WQ+ 2K OLED/ Win11/ Backlit Keyboard/ Fingerprint/ BAG/ ) - Nagmani International"
,Dell Latitude 3440 - i5 -1235U | 8GB RAM | 512GB SSD | Non Backlit | UBT | 3 Years Warranty
2800.0,"Lenovo Thinkpad L14 Core i5 11th Gen/ 32 GB RAM / 1TB SSD Nvme/14"" FHD IPS/Backlit keyboard/Win 11 Professional Genuine/ 3 Years Warranty"
,"DELL latitude 3410 Core i5 10th Gen - (4 GB/1 TB HDD/DOS) 3410 Business Laptop (14 inch, Black)"
1500.0,Asus Vivobook 15 K513EA-L13390W - i3 1115G4 | 8GB | 256SSD | Intel UHD | FHD
3050.0,Dell Inspiron G15 5515 AMD Ryzen 7 5800H 8GB 512SSD NVIDIA RTX 3050 4GB GDDR6 FHD Win 11
,"Acer Aspire 5 2021 I5 11th Gen / 4GB RAM / 1TB HDD / 15.6"" HD Display"
2800.0,"Asus Vivobook 14 X1402ZA, i3, 12th Gen Core, 4Gb, 256Gb SSD, 14"" Display, Windows11, Backlit Keyboard, Magic Numpad | Nagmani International"
2800.0,"HP 15 fc0093dx AMD Ryzen 5 7520U - 16GB DDR4 RAM - 256GB NVMe SSD - 15.6"" FHD Display - Windows 11 Home - Silver"
2000.0,Asus Zenbook 14 UM3402YA-KP522W | Ryzen 5 -7530U | 8GB | 512GB SSD | Radeon™ Graphics | WQXGA
2000.0,Dell Inspiron 16 5635 - Ryzen 7 7730U | 16GB | 512SSD | Radeon Graphics | Backlit Keyboard | Fingerprint | FHD | 2 Years Warranty
,"Dell lnspiron 15 3511 i7-1165G7-8GB-512GB-15.6""-FHD--FPR-NVIDIA MX3502GB GDDR5-WS11-Silver (Backpack)"
,"Dell Latitude 5420 Intel i5 1135G7 14 inches FHD Business Laptop (8GB, 256GB NVMe)"
1500.0,Dell Inspiron 15 3530 - i3 1305U | 8GB | 512GB SSD | Intel UHD | FHD | 2 Years Warranty
3060.0,"Acer Nitro 5 2021 Intel I5 10Th Gen / RTX 3060 / 8GB RAM / 512 SSD / 15.6"" FHD 144Hz Display"
2800.0,Dell Latitude 13 3320 13.3 Full HD Laptop i7-11th gen 8GB 256GB
2800.0,"HP Envy x360 14-ES0013 2-IN-1 Core™ i5-1335U / 512GB SSD 8GB Ram / WIN11 14"" 1920x1080 TOUCHSCREEN / NATURAL SILVER Backlit Keyboard"
2000.0,Acer Swift 3 AMD Ryzen 7 5700U 8 GB RAM 512GB SSD AMD Radeon Graphic 14Ã¢ÂÂÃ¢ÂÂ FHD Display
3050.0,"Dell lnspiron 15 G5 5515 / R7-5800H / 16GB RAM /512GB SSD / RTX 3050Ti 4GB GDDR6 / 15.6"" 120Hz Display - Phantom Grey"
,Dell Inspiron 7391 i7 10th Gen NVIDIA MX250 8GB RAM 512GB SSD 13.3” FHD Display
4050.0,"MSI Sword 16 HX B14VEKG Laptop (14th Gen Intel Core i7-14700HX | 16GB RAM | 1TB SSD | 16"" WUXGA 144Hz | NVIDIA RTX 4050 6GB | RGB Keyboard | Win 11)"
,"Acer Swift 3 14 2022 Ryzen 7 5825U / 16GB RAM / 1TB SSD / 14"" FHD display / Backlight Keyboard"
1050.0,"Acer Aspire 5 2021 A515-56G-513K I5 11th Gen / 8GB RAM / 512GB SSD/ 15.6"" FHD Display / NVIDIA MX350 Graphic"
1660.0,"Dell G5 15 G5500 2020 Gaming Laptop I7 10Th Gen / GTX 1660Ti 6GB / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display"
2000.0,Acer Aspire3 A315-24P \AMD Ryzen 5 7520U \ 8GB DDR5 \ 512GB NVME SSD \ Graphics AMD Radeon \15inch FHD Display
2800.0,"Asus VivoBook 14 X415EA i3 11th Gen / 4GB RAM / 256GB SSD / Backlight Keyboard /14"" FHD display"
2500.0,"Apple MacBook Pro 16.2"" 10-Core CPU 16-Core GPU 16GB 512B - Oliz Store"
2800.0,"Asus Vivobook 14 X1402ZA, i7, 12th Gen Core, 8Gb, 512Gb SSD, 14"" Display, Windows 11, Backlit Keyboard, Magic Numpad | Nagmani International"
2800.0,"Apple MacBook Air (13.6 inch M2, 2022) Apple M2 Chip with 8C CPU, 10C GPU, 24GB RAM, 512GB SSD - Evostore"
2800.0,MSI Modern 14 B10MW | 10th Gen i7 10510U | 8GB RAM | 256GB SSD | Intel UHD | Win 10
4060.0,Dell Inspiron G15 5530 - i7 13650HX | 16GB | 512SSD | NVIDIA RTX 4060 8GB GDDR6 | FHD | RGB Backlit Keyboard | 2 Years Warranty
,"Acer Aspire 3 2023 Ryzen 5 7520U 8GB RAM 256GB SSD 15.6"" FHD Display"
2800.0,ASUS VIVOBOK - X1402ZA ( i5 12th GEN - 1240P | 16GB RAM |512GB SSD
,Dell Vostro 3400 Core i3 11th Gen 4GB RAM 1TB HDD 14”HD Display
4060.0,"MSI Cyborg 15 AI A1VFK Gaming Laptop (Intel Ultra 7 | 16GB RAM | 512GB Gen4 SSD | 15.6"" FHD 144Hz | NVIDIA RTX 4060 8GB | RGB Keyboard | Win 11 Home)"
2800.0,"Apple MacBook Air (13.6 inch M2, 2022) Apple M2 Chip with 8C CPU, 8C GPU, 16GB RAM, 512GB SSD - EvoStore"
3050.0,"MSI Cyborg 15 A13UDX Gaming Laptop (13th Gen Core i7 | 16GB RAM | 512GB Gen4 SSD | 15.6"" FHD 144Hz | NVIDIA RTX 3050 6GB | Win 11 Home)"
,"Dell Inspiron G15 5515 / AMD Ryzen 7 5800H / 16GB RAM / 512GB SSD / NVIDIA RTX 3050TI 4GB GDDR6 /15.6"" FHD Display"
,"MSI Modern 14 B10MW / i5-10210U / 8GB RAM / 256GB SSD / 14"" FHD Display"
,"Asus VivoBook 14 X415EA i3 11th Gen / 4GB RAM / 256GB SSD / Backlight Keyboard /14"" FHD display"
,"Dell Inspirion 3501 i5 11th Gen 4GB RAM 1TB HDD Nvidia Mx330 2GB 15.6"" FHD Display"
1050.0,"Dell Vostro 3400 Core i5 11th Gen / 2GB Nvedia MX330 GFX/16 GB RAM/ 256GB SSD+ 1 TB HDD/14"" Display"
2000.0,Asus Vivobook Flip 14 TN3402YA-LZ230W | Ryzen 7-7730U | 8GB | 512GB SSD | AMD Radeon™ Graphics | Touch | WUXGA | 2 Years Warranty | 1 Year Free Insurance
2800.0,Dell Alienware M15 R6 i7 11800H 32GB RAM 1TB NVMe SSD RTX 3070 GDDR6 QHD Display With 240Hz
2800.0,Asus Vivobook G0 15 AMD Ryzen 5 7520U 2023 – 8GB DDR5 RAM – 512GB NVMe SSD – 15.6″ FHD Display – Thin & Light Laptop – Black
4050.0,Dell Inspiron G15 5530 - i7 13650HX | 16GB | 512SSD | NVIDIA RTX 4050 6GB GDDR6 | FHD | RGB Backlit Keyboard | 2 Years Warranty
1050.0,"Dell Inspirion 3501 i5 11th Gen 4GB RAM 1TB HDD Nvidia MX330 2GB 15.6"" FHD Display"
4060.0,"ASUS TUF Gaming F15 FX507VV4 - Intel™ i7 13th Gen 13700H, 16 GB RAM, 1 TB G4 SSD, NVIDIA® GeForce RTX™ 4060, 15.6-inch FHD Display, Win 11, Jaeger Grey, Backpack, Mouse, 2 yrs warranty / Nagmani International"
3060.0,"ASUS ROG Zephyrus Duo 15 SE GX551QM / Ryzen 7 5800H / RTX 3060 / 16GB RAM / 512GB SSD / 15.6"" IPS 300Hz + Screenpad Plus"
,"Dell Inspiron 14 7430 i5 13th Gen 8GB RAM 512GB SSD 14"" 360 Touchscreen FHD"
4060.0,"Asus ROG Zephyrus G16 GU603VV Core i7 13650HX / RTX 4060 / 16GB RAM / 1TB SSD / 16"" WQXGA 165Hz display / 2 Year Warranty / ROG Backpack / Mouse / Nagmani International"
,"Dell Latitude 3420 i5 11th Gen / 8GB RAM / 256 SSD / 14"" HD Display / 3 Years Warranty with OS"
3050.0,"Dell lnspirion 15 G5 5515 R7-5800H-(8Core16Thread) 8GB-512GB-RTX 3050 4GB GDDR6-15.6""120Hz250nits FPR-BacklitKB-WS11(Backpack) Phantom Grey"
4050.0,Asus ROG Strix G16 (2023) G614JU-N3122W - i7-13650HX | 16GB RAM | 1TB SSD | RTX 4050 | 16 Inch WUXGA | 165Hz | Free ROG Backpack And ROG Impact Gaming Mouse
3050.0,"MSI Laptop Katana GF66 11UD (11th Gen Intel Core i7-11800H | 16GB RAM | 512GB SSD | NVIDIA RTX 3050TI 4GB | 15.6"" FHD 144Hz | Gaming Keyboard | Win 10"
3050.0,"MSI Thin 15 B12UC Gaming Laptop (12th Gen Core i5 | 8GB RAM | 512GB Gen4 SSD | 15.6"" FHD 144Hz | NVIDIA RTX 3050 4GB | Wi-Fi 6 | 1.86KG)"
3070.0,"Asus Rog Strix Scar 15 G533QR / Ryzen 9 5900HX / RTX 3070 8GB GDDR6 / 32GB RAM / 1TB SSD / 15.6"" FHD IPS 300Hz"
,"Dell Vostro 3520 Intel Core i5 12th Gen 8GB Ram 256GB SSD 15.6""FHD 120Hz"
3050.0,"MSI Laptop GF63 Thin 10UC (10th Gen Core i5-10500H | 8GB DDR4 | 512GB SSD | NVIDIA RTX 3050-4GB | Gaming Keyboard | 15.6"" FHD IPS 144Hz | Win 10 Home)"
4050.0,"ASUS TUF Gaming A15 FA507XU - 7TH, AMD Ryzen™ 9 7940HS, 16 GB RAM, 1 TB G4 SSD, NVIDIA® GeForce RTX™ 4050, 15.6-inch FHD 144 Hz Display, Win 11, Backpack, Mouse, 2 yrs warranty - Nagmani International"
1650.0,MSI GF63 Thin 10SC | 10th Gen Core i7-10750H | 8GB RAM | 512GB NVMe SSD | NVIDIA GTX 1650-4GB | Win 10 | Light Weight
2800.0,"Apple MacBook Air (13.6 inch M2, 2022) Apple M2 Chip with 8C CPU, 10C GPU, 16GB RAM, 1TB SSD - EvoStore"
2000.0,HP 15-EF2126 RYZEN 5 5500U 8GB RAM 256 GB SSD AMD Radeon Graphic 15.6’’ FHD Edge To Edge Display
1500.0,"Dell Vostro 15 3520 Intel Core i5 - 1235U Processor | 8GB RAM | 512GB SSD | Intel UHD Graphics Card | 15.6"" FHD Display"
4050.0,Dell XPS 15 9530 - i7 13700H | 32GB | 1TB SSD | NVIDIA RTX 4050 6GB | Backlit Keyboard | Touch | 3.5K | Office | 2 Years Warranty
2000.0,Acer Swift 3 AMD Ryzen 7 5700U 8GB Ram 512GB SSD 14 inch FHD Display AMD Radeon Graphic
1100.0,"Asus ZenBook 14 UX435EG I7 11th Gen / MX450 / 16GB RAM / 512GB SSD / ScreenPad / 14"" FHD Touch Display"
4060.0,"ASUS TUF Gaming A15 FA507XV - AMD Ryzen™ 9 7940HS, 16 GB RAM, 1 TB SSD, NVIDIA® GeForce RTX™ 4060, 15.6-inch FHD Display, Win 11, Backpack, Mouse, 2 yrs warranty - Nagmani International"
3050.0,"MSI Laptop GF63 Thin 11UC ( 11th Gen Core i5- 11400H | 8GB RAM | 512 SSD | RTX 3050 4GB | 15.6"" FHD IPS | Gaming Keyboard | Win 10)"
3050.0,"ASUS TUF Gaming F15 FX506HEB / i7 11th Gen 11800H / RTX 3050 TI / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display - Grey"
2050.0,Dell Inspiron 16 5630 - i7 1360P | 16GB | 512SSD | NVIDIA RTX 2050 4GB GDDR6 | FHD | Backlit Keyboard | Fingerprint | 2 Years Warranty
,"Dell Latitude 3420 Core i5 1135G7 11th Gen/8 GB RAM/512 GB NVME/14"" FHD/ Win 11 Professional Genuine/ Business Series"
3070.0,"ASUS TUF Dash F15 FX517ZR - (i7-12th Gen 12650H/ RTX 3070 8GB / 16GB RAM / 1TB SSD / 15.6"" FHD 144Hz Display/ Color-Grey /Genuine Windows 11 /Bagpack / Mouse/2 Years International Warranty / Nagmani International"
3050.0,"MSI Laptop Pulse GL66 11UCK ( 11th Gen i7-11800H | 16GB DDR4 | 512GB SSD | NVIDIA RTX 3050-4GB GDDR6 | RGB Keyboard | 15.6"" FHD 100% sRGB | Win 10)"
1650.0,"MSI Laptop GF63 Thin 10SC (10th Gen Core i5-10500H | 8GB DDR4 | 512GB SSD | NVIDIA GTX 1650-4GB | Gaming Keyboard | 15.6"" FHD IPS | Win 10 Home)"
3050.0,"MSI Laptop Katana GF66 11UC (11th Gen Intel Core i5- 11400H | 16GB DDR4 | 512GB SSD | NVIDIA RTX 3050 4GB | Gaming Keyboard | 15.6"" FHD 144Hz | Win 10"
4050.0,"MSI Cyborg 15 AI A1VEK Gaming Laptop (Intel Ultra 7 | 16GB RAM | 512GB Gen4 SSD | 15.6"" FHD 144Hz | NVIDIA RTX 4050 6GB | RGB Keyboard | Win 11 Home)"
,Dell Inspiron G15 5515 AMD Ryzen 7 5800H 16GB 512SSD NVIDIA RTX 3050TI 4GB GDDR6 FHD Win 11
,"Apple MacBook Pro (14-Inch, M3, 2023) 8C CPU - 10C GPU, 8GB, 512GB - EvoStore"
2000.0,"HP EliteBook 835 G8 /AMD Ryzen™ 7 PRO 5850U/512GB SSD/16GB RAM/13.3"" FHD TOUCHSCREEN /WIN10 Pro"
,"Apple MacBook Air (13-inch, M3) 8C-CPU, 10C-GPU, 8GB RAM, 512GB SSD - EvoStore"
3050.0,"MSI Cyborg 15 A12UC Gaming Laptop (12th Gen Core i5 | 16GB RAM | 512GB Gen4 SSD | 15.6"" FHD 144Hz | NVIDIA RTX 3050 4GB | Win 11 Home)"
,"Asus Vivobook X1502Za-Bq496W - 12Th I5 15.6 Inch,8Gb/512Gb,Intel Core I5"
4060.0,"Asus ROG Strix G16 G614JV Core i7 13650HX / RTX 4060 / 16GB RAM / 1TB SSD / 16"" WUXGA 165Hz display / 2 Year Warranty / ROG Bagpack / Mouse"
2050.0,"ASUS TUF Gaming F15 FX506HF - (i5-11th Gen 11400H/ RTX 2050 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display/ Color-Grey / Bagpack / Mouse \ Nagmani International"
,"Acer Aspire 5 2020 i5 11th Gen 8GB RAM 512GB SSD 15.6"" FHD Display / Backlight Keyboard"
,"Acer Aspire 5 Core i5 13th Gen/8GB RAM/256GB SSD/15.6"" FHD/Win 11"
1500.0,"Lenovo Ideapad V15-IGL (Intel Core Celeron - N4020 Processor | 4GB RAM | 256GB SSD | Intel UHD Graphics 600 | 15.6"" HD Display)"
4050.0,"Asus ROG Strix G16 2023 G614JU Core i7 13650HX / RTX 4050 / 16GB RAM / 1TB SSD / 16"" WUXGA 165Hz display / 2 Year Warranty / Bagpack / Mouse - Nagmani International"
4070.0,"Asus ROG Strix G18 2023 G814JI Core i9 13980HX / RTX 4070 / 16GB RAM / 1TB SSD / 18"" WUXGA 165Hz display // Nagmani International"
3050.0,"Asus rog flow x13 gv301qe gaming laptop (amd ryzen 9 5900hs 8-core, 16gb ram, 1tb ssd, rtx 3050 ti, 13.4"" wide uxga (1920x1200)"
1650.0,"Asus TUF F15 Gaming Laptop I7 10Th Gen 8 Core / GTX 1650ti / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display"
,"Asus Vivobook Flip Tn3402Qa-Lz128W - Touch - R7 - New 14 Inch,8Gb/512Gb,Ryzen 7"
4070.0,"Asus ROG Strix G16 G614JI Core i9 13980HX / RTX 4070 / 16GB RAM / 1TB SSD / 16"" WUXGA 165Hz display / 2 Year Warranty / ROG Backpack / Mouse / Nagmani International"
,"HP 14z Laptop Ryzen 5 8GB RAM 256GB SSD 14"""
3060.0,"ASUS TUF Gaming F15 FX507ZM / i7 12700H / RTX 3060 6GB / 16GB RAM / 1TB SSD / 15.6"" WQHD 165Hz"
2050.0,"ASUS TUF Gaming A15 - FA507RF - 15.6-inch FHD 144Hz, AMD Ryzen 7 6800H, RTX 2050 , 8GB DDR5 RAM, 512 GB NVMe SSD/Windows 11/ Bagpack/ Mouse \ Nagmani International"
,"CHIWI MiniBook X N100 Operating System Windows 11 Home Finish Space Gray Display 10.51 inch, 1920 x 1200, 16:10 IPS"
,Dell Latitude 7490 Core I5 7th Gen 8 GB RAM 256 GB SSD Windows 10
,HP 15S Intel Core i5 12th Gen – 8GB DDR4 RAM – 512GB NVMe SSD – Iris Xe Integrated Graphics – Backlit Keyboard – 15.6″ FHD Display
3060.0,"ASUS TUF Gaming F15-FX506HM / i5 11th Gen 11400H /Nvidia Rtx 3060 6GB / 8GB RAM / 512GB SSD / 15.6"" IPS 144Hz"
,Acer Aspire 5 i3 11th Gen 8gb Ram 256gb Ssd
2800.0,"Apple MacBook Air (13.6 inch M2, 2022) Apple M2 Chip with 8C CPU, 10C GPU, 16GB RAM, 512GB SSD - EvoStore"
,Apple MacBook Air 13.6 inch M3 8GB Ram 256GB Storage - Oliz Store
2500.0,"Apple MacBook Pro 16.2"" 10-Core CPU 32-Core GPU 32GB 1TB - Oliz Store"
2800.0,"Asus VivoBook S 14 Flip OLED 2022 TP3402ZA I7 12TH GEN 12700H / 16GB RAM / 512GB SSD / 14"" FHD 2-in-1 Touch Display / Active Stylus / Backlit KB / Magic NumPad"
,"HP 14S-FQ1052AU AMD Ryzen 3 5300U 4GB 256GB SSD 14"""
