graphics card,name,url,details
nan,"HP 14z Laptop Ryzen 5 8GB RAM 256GB SSD 14""",https://www.daraz.com.np/products/hp-14z-laptop-ryzen-5-8gb-ram-256gb-ssd-14-i125218251-s1033996570.html?search=1,Stay connected to what matters most with longlasting battery lifeand a thin and portable microedge bezel design Built to keep you productive and entertained from anywhere The HP 14″ diagonal laptop features reliable performance and an expansive display – letting you stream surf and speed through tasks Comes with free mouse and bag Brand New Laptop
3060,"ASUS TUF Gaming F15 FX507ZM / i7 12700H / RTX 3060 6GB / 16GB RAM / 1TB SSD / 15.6"" WQHD 165Hz",https://www.daraz.com.np/products/asus-tuf-gaming-f15-fx507zm-i7-12700h-rtx-3060-6gb-16gb-ram-1tb-ssd-156-wqhd-165hz-i115778950-s1034309907.html?search=1,Brand ASUS CPU 12th Gen Intel® Core™ i712700H Processor 23 GHz 24M Cache up to 47 GHz 14cores 6 Pcores and 8 Ecores Graphics NVIDIA® GeForce RTX™ 3060 6GB Laptop GPU Memory 16GB DDR54800 SODIMM x 2 slot Max Capacity 32GB Storage 1TB M2 NVMe™ PCIe® 30 SSD Display 156inch WQHD 2560 x 1440 169 antiglare display DCIP3100% Adobe7535% Refresh Rate165Hz IPSlevel AdaptiveSync MUX Switch + Optimus 1x 35mm Combo Audio Jack 1x HDMI 20b 1x Thunderbolt™ 4 support DisplayPort™ 1x USB 32 Gen 2 TypeC support DisplayPort™  GSYNC 2x USB 32 Gen 1 TypeA 1x RJ45 zLAN port4 Networking WiFi 680211ax+Bluetooth 52 Dual band 2*2*BT version may change with OS upgrades Battery 90WHrs 4S1P 4cell Liion Audio Dolby Atmos HiRes certification AI noisecanceling technology Builtin array microphone 2speaker system
2050,"ASUS TUF Gaming A15 - FA507RF - 15.6-inch FHD 144Hz, AMD Ryzen 7 6800H, RTX 2050 , 8GB DDR5 RAM, 512 GB NVMe SSD/Windows 11/ Bagpack/ Mouse \ Nagmani International",https://www.daraz.com.np/products/asus-tuf-gaming-a15-fa507rf-156-inch-fhd-144hz-amd-ryzen-7-6800h-rtx-2050-8gb-ddr5-ram-512-gb-nvme-ssdwindows-11-bagpack-mouse-nagmani-international-i128088002-s1035164043.html?search=1,CPU  AMD Ryzen™ 7 6800HS Mobile Processor 8core16thread 20MB cache up to 47 GHz max boost Display  156inch FHD 1920 x 1080 169 antiglare display sRGB625% Adobe4734% Refresh Rate144Hz IPSlevel AdaptiveSync MUX Switch + Optimus Memory  8GB DDR54800 SODIMM Storage  512GB PCIe® 30 NVMe™ M2 SSD Graphics  NVIDIA® GeForce RTX™ 2050 Laptop GPU Up to 1625MHz at 55W TGP 70W with Dynamic Boost *Vary by scenario 4GB GDDR6 IO Ports  1x 35mm Combo Audio Jack1x HDMI 20b1x USB 32 Gen 1 TypeC2x USB 32 Gen 1 TypeA1x RJ45 LAN port1x USB 32 Gen 1 TypeC support DisplayPort™  GSYNC Keyboard  Backlit Chiclet Keyboard RGBTouchpad Camera  720P HD camera AudIo  AI noisecanceling technologyDolby AtmosHiRes certificationBuiltin array microphone2speaker system Networking  WiFi 680211ax+Bluetooth 52 Dual band 2*2*BT version may change with OS upgrades Weight  220 Kg 485 lbs Dimensions354 x 251 x 224 ~ 249 cm 1394″ x 988″ x 088″ ~ 098″Battery56WHrs 4S1P 4cell Liion
nan,"CHIWI MiniBook X N100 Operating System Windows 11 Home Finish Space Gray Display 10.51 inch, 1920 x 1200, 16:10 IPS",https://www.daraz.com.np/products/chiwi-minibook-x-n100-operating-system-windows-11-home-finish-space-gray-display-1051-inch-1920-x-1200-1610-ips-i131289454-s1038235307.html?search=1,• Intel Celeron processor with a speed of 34GHz • 12GB RAM for smooth multitasking and performance • 1051inch touch display with 1920 x 1200 resolution • Windows 11 Home operating system for modern experience • 1115MP front camera for highquality video calls • 512GB SSD storage capacity for ample storage space • Up to 10 hours of battery life for allday productivity • Sleek space gray finish with a touchpad and USB 30 port
nan,Dell Latitude 7490 Core I5 7th Gen 8 GB RAM 256 GB SSD Windows 10,https://www.daraz.com.np/products/dell-latitude-7490-core-i5-7th-gen-8-gb-ram-256-gb-ssd-windows-10-i127910088-s1037340349.html?search=1,"Intel® Core™ i57300U Processor 6M Cache up to 360 GHz 8 GB DDR4 RAM 256 GB SSD 14""  IPS 1366 x 768HD Antiglare Intel® UHD 620 Graphics HD 720p webcam with array digital microphones"
nan,HP 15S Intel Core i5 12th Gen – 8GB DDR4 RAM – 512GB NVMe SSD – Iris Xe Integrated Graphics – Backlit Keyboard – 15.6″ FHD Display,https://www.daraz.com.np/products/hp-15s-intel-core-i5-12th-gen-8gb-ddr4-ram-512gb-nvme-ssd-iris-xe-integrated-graphics-backlit-keyboard-156-fhd-display-i129652791-s1037941721.html?search=1,"pre { whitespace prewrap }• Processor Intel Core i5 12th Gen for efficient performance• RAM Memory 8GB DDR4 for smooth multitasking experience• Storage Capacity 512GB NVMe SSD for fast data access• Graphics Intel Iris Xe Integrated Graphics for clear visuals• Display 156"" FHD Display for immersive viewing experience• Operating System Windows for userfriendly interface• Wireless Connectivity WIFI + Bluetooth for seamless connectivity• Backlit Keyboard for convenient usage in low light conditions"
3060,"ASUS TUF Gaming F15-FX506HM / i5 11th Gen 11400H /Nvidia Rtx 3060 6GB / 8GB RAM / 512GB SSD / 15.6"" IPS 144Hz",https://www.daraz.com.np/products/asus-tuf-gaming-f15-fx506hm-i5-11th-gen-11400h-nvidia-rtx-3060-6gb-8gb-ram-512gb-ssd-156-ips-144hz-i122816099-s1033386612.html?search=1,"ASUS TUF DASH F15 2021 FX506HM CPU11th Gen Intel® Core™ i511400H Processor Processor 27 GHz 12M Cache up to 45 GHz 6Cores Display156"" Full HD 1920x1080 IPS Display Operating systemWindows 11 Home GraphicsNVIDIA® GeForce RTX™ 3060 6 GB Laptop GPU Main memory 8GB DDR4 SODIMM Storage 512GB M2 NVMe™ PCIe® 30 SSD Connectivity WiFi 680211ax+Bluetooth 52 Dual band Camera 720p HD camera IO ports 3x USB 32 Gen 1 TypeA Keyboard Backlit Chiclet Keyboard Audio Dolby Atmos AI noisecanceling technology HiRes certification Builtin array microphone 2speaker system Battery 48WHrs 4S1P 4cell Liion Dimensions 256 x 245 x 359 Weight 23Kg"
nan,Acer Aspire 5 i3 11th Gen 8gb Ram 256gb Ssd,https://www.daraz.com.np/products/acer-aspire-5-i3-11th-gen-8gb-ram-256gb-ssd-i128490141-s1035976859.html?search=1,Processor  11th Generation Intel Core i31115G4 up to 41GHz for your highdemand applications Ram  8GB DDR4 Storage  256Gb SSD Display  156″ Full HD 1920*1080 Graphics  Intel UHD Graphics OS  W10 Color  Silver
nan,"Apple MacBook Air (13.6 inch M2, 2022) Apple M2 Chip with 8C CPU, 10C GPU, 16GB RAM, 512GB SSD - EvoStore",https://www.daraz.com.np/products/apple-macbook-air-136-inch-m2-2022-apple-m2-chip-with-8c-cpu-10c-gpu-16gb-ram-512gb-ssd-evostore-i124493445-s1033804035.html?search=1,Apple M2 chip with 8‑core CPU 10‑core GPU 16‑core Neural Engine 16GB unified memory 512GB SSD storage 3446 cm 136inch Liquid Retina display with True Tone 1080p FaceTime HD camera MagSafe 3 charging port Two Thunderbolt  USB 4 ports 35W Dual USBC Power Adapter Backlit Magic Keyboard with Touch ID  US English
nan,Apple MacBook Air 13.6 inch M3 8GB Ram 256GB Storage - Oliz Store,https://www.daraz.com.np/products/apple-macbook-air-136-inch-m3-8gb-ram-256gb-storage-oliz-store-i131405694-s1038251096.html?search=1,"Apple M3 8Core Chip 8GB Unified RAM | 256GB SSD 136"" 2560 x 1664 Liquid Retina Display 8Core GPU | 16Core Neural Engine WiFi 6E 80211ax | Bluetooth 53 2 x Thunderbolt  USB4 FaceTime Full HD 1080p Camera Backlit Magic Keyboard Force Touch Trackpad | Touch ID Sensor macOS Apple M3 8Core Chip 8GB Unified RAM | 256GB SSD 136"" 2560 x 1664 Liquid Retina Display 8Core GPU | 16Core Neural Engine WiFi 6E 80211ax | Bluetooth 53 2 x Thunderbolt  USB4 FaceTime Full HD 1080p Camera Backlit Magic Keyboard Force Touch Trackpad | Touch ID Sensor macOS"
nan,"Apple MacBook Pro 16.2"" 10-Core CPU 32-Core GPU 32GB 1TB - Oliz Store",https://www.daraz.com.np/products/apple-macbook-pro-162-10-core-cpu-32-core-gpu-32gb-1tb-oliz-store-i125456026-s1034037545.html?search=1,"Apple M1 Max 10Core Chip 32GB Unified RAM | 1TB SSD 162"" 3456 x 2234 Liquid Retina XDR Screen 32Core GPU | 16Core Neural Engine WiFi 6 80211ax | Bluetooth 50 Thunderbolt 4 | HDMI | MagSafe 3 Backlit Magic Keyboard Force Touch Trackpad | Touch ID Sensor macOSBuilt for all types of creatives including developers photographers filmmakers 3D artists scientists music producers and more the Apple 162"" MacBook Pro with M1 Max Chip is the ultimate pro mobile workstation for the ultimate userThe system features the Apple M1 Max 10Core Chip which provides the power and performance needed to handle your professional workflows The 162"" Liquid Retina XDR display features a 3456 x 2234 resolution 1000 nits of sustained brightness 1600 nits of peak brightness P3 color gamut support and more With up to 1TB of SSD storage you'll be able to load massive files and launch apps quickly enabling you to work with photo and video libraries from almost anywhereDesigned for All Types of CreativesApple M1 MaxPacked with 57 billion transistors the Apple M1 Max integrates the CPU GPU Neural Engine IO and more into a single system on a chip SoC Built with 5nm process technology the Apple M1 Pro delivers the performance you need without sacrificing power efficiency The 10Core CPU features eight performance cores and two highefficiency cores The 16Core Neural Engine provides support for ondevice machine learning acceleration and improved camera performance The M1 Pro offers up to 400 GBs of memory bandwidth as well as support for up to 64GB of unified memory The efficient architecture of M1 Pro means they deliver the same level of performance whether MacBook Pro is plugged in or using the battery With up to a 32Core GPU the M1 Max can provide up to four times faster GPU performance than the M1 M1 Max also offers an enhanced media engine that features two ProRes accelerators for even higher multistream performance As a result professionals can edit up to 30 streams of 4K ProRes video or up to seven streams of 8K ProRes video in Final Cut Pro Video editors can even grade color in HDR on 8K ProRes 4444 video while on battery162"" Liquid Retina XDR DisplayFeaturing miniLED technology this MacBook Pro houses a 162"" Liquid Retina XDR display Delivering up to 1000 nits of sustained fullscreen brightness a high 1600 nits of peak brightness a 10000001 contrast ratio and a billion colors the Liquid Retina XDR display can handle the extreme dynamic range of HDR content providing detailed shadows brilliant specular highlights deeper blacks and vivid colors The display is less than 4 mm thin which is achieved by having seven films and diffusers that mix and shape the light efficiently The oxide thin film transistor TFT allows pixels to charge twice as fast as beforeProMotion  Up to 120 Hz Refresh RateWith ProMotion technology the MacBook Pro automatically varies the refresh rate to match the motion of your onscreen content This helps preserve battery life while also making tasks feel more fluid and responsive This means that the display can have up to a 120 Hz refresh rate Video editors will also have the option to lock in a refresh rate that is optimal for their footageP3 Wide Color GamutThe narrowband LEDpowered backlight allows the MacBook Pro to represent the P3 wide color gamut for brilliant truetolife color in photos and videosStorage  Bring Your Whole Studio with YouThe MacBook Pro can be configured with up to 8TB of SSD storage so you can take your photo or video libraries with you no matter where you're headed And with superfast speeds massive files load in an instant and pro apps launch in a blink This particular model comes with a 1TB SSDConnectivityThunderbolt 4Thunderbolt 4 combines ultrahigh bandwidth with the versatility of the USB TypeC industry standard to create one revvedup universal port It integrates data transfer charging and video output in a single connector delivering up to 40 Gbs of throughput for twice the bandwidth of Thunderbolt 2 The MacBook Pro is equipped with three ports so you can do all of that from either side Existing devices are easily connected with a cable or adapter And Thunderbolt 4 is reversible so no matter how you plug in it's always right side upMagSafe 3MagSafe 3 makes connecting a power cable quick and easy while also protecting your MacBook Pro Apple also brings fast charging to the MacBook Pro allowing you to charge up to 50 percent in just 30 minutesHighFidelity AudioSpatial Sound Speakers and Better MicsThe MacBook Pro features a highfidelity sixspeaker sound system which has two tweeters for a clearer soundstage as well as four forcecancelling woofers resulting in 80 percent more bass The sound system also supports spatial audio providing a threedimensional audio experience whether you're listening to music or watching a movie in Dolby Atmos Apple also has studio microphones that have a lower noise floor resulting in clear calls as well as voice recordingsFaceTimeFull HD 1080p FaceTime HD CameraNow with a Full HD 1080p FaceTime HD camera the MacBook Pro uses the ISP and Neural Engine in M1 Pro and M1 Max for computational video that enhances video qualitySystem NavigationKeyboardPhysical function keys are back with the Magic Keyboard on the MacBook Pro Replacing the Touch Bar the familiar tactile function keys have made their return There is even a wider ESC keyTouch IDThe Touch ID enables fast easy authentication for secure logins and purchasesForce Touch TrackpadSpeed your workflow with Force click and multitouch gesturesAllDay Battery LifeBatteryFrom pro workflows to everyday tasks the MacBook Pro delivers power efficiency while still maintaining performance The MacBook Pro can deliver up to 21 hours of video playbackApple MacBook Pro 16"" M1 Max Late 2021 SpecsOperating SystemmacOSModel YearLate 2021PerformanceChipsetApple M1 MaxCPU10CoreMemory TypeEmbedded DRAMTotal Installed Memory32 GBMemory Configuration32 GB OnboardGraphics TypeIntegratedGPUApple 32 CoreDisplayPanel TypeMiniLED LCDSize162""Aspect Ratio1610Resolution3456 x 2234TouchscreenNoMaximum Brightness1600 cdm2Refresh Rate120 HzStorage and Expansion25"" SlotsNoneTotal Installed Capacity1 TBSolid State Storage1 x 1 TB Proprietary Apple NVMeIOUSB TypeC3 x Thunderbolt 4Display1 x HDMI OutputAudio1 x 18""  35 mm Headphone OutputBuiltIn Speakers6 and SubwooferBuiltIn Microphones3MediaMemory Card SlotSingle Slot SDSDHCSDXCCommunicationsEthernetNoneWiFiWiFi 6 80211axMUMIMO SupportYesBluetooth50GPSNoneNFCNoWebcamUserFacing 1080pBatteryBattery ChemistryLithiumIon Polymer LiPoCapacityNonRemovable 100 WhMaximum Runtime21 HoursKeyboard & MouseKeyboard78Key Notebook Keyboard with Backlight Fingerprint ReaderPointing DeviceForce Touch TrackpadGeneralSecurityFingerprint ReaderPower Supply140 WAC Input Power100 to 240 VAC 50  60 HzOperating Temperature50 to 95°F  10 to 35°COperating Humidity0 to 90%CertificationsENERGY STAR as per ManufacturerDimensions1401 x 977 x 066""  356 x 248 x 17 cmWeight48 lb  22 kgIn the BoxApple 162"" MacBook Pro with M1 Max Chip Late 2021 Space Gray"
nan,"Asus VivoBook S 14 Flip OLED 2022 TP3402ZA I7 12TH GEN 12700H / 16GB RAM / 512GB SSD / 14"" FHD 2-in-1 Touch Display / Active Stylus / Backlit KB / Magic NumPad",https://www.daraz.com.np/products/asus-vivobook-s-14-flip-oled-2022-tp3402za-i7-12th-gen-12700h-16gb-ram-512gb-ssd-14-fhd-2-in-1-touch-display-active-stylus-backlit-kb-magic-numpad-i128058769-s1035133816.html?search=1,Processor AMD Ryzen 5 5600H 6core12thread 19MB cache up to 42 GHz max boost Memory 16GB 8GB onboard + 8GB SODIMM DDR4 | Storage 512GB M2 NVMe PCIe 30 SSD Graphics Integrated AMD Radeon Graphics Operating System Preloaded Windows 11 Home with lifetime validity | Software Included Preinstalled Office Home and Student 2021 with Lifetime Validity Display 140inch 3556 cms FHD+ 1920 x 1200 WUXGA 1610 aspect ratio LEDBacklit Glossy IPSlevel Panel 300nits TÜV Rheinlandcertified Touch screen With stylus support Screentobody ratio 85 % Design & Battery 189 cm Thin | MetallicLid Chassis | 2in1 Thin and Light Laptop | Laptop weight 15 kg | 50WHrs 3cell Liion battery | Up to 8 hours battery life Note Battery life depends on conditions of usage Keyboard Backlit Chiclet Keyboard | Support NumberPad 20
nan,"HP 14S-FQ1052AU AMD Ryzen 3 5300U 4GB 256GB SSD 14""",https://www.daraz.com.np/products/hp-14s-fq1052au-amd-ryzen-3-5300u-4gb-256gb-ssd-14-i125214612-s1033991797.html?search=1,The slim 14s is a bread & butter model from the manufacturer It can be equipped with hardware from cheap to expensive We take a look at a 2021 model with the popular Ryzen 5000 chip Comes with free mouse and bag Brand New Laptop
nan,"Asus VivoBook 15 K513EQ i5 11th Gen / 8GB RAM / 512GB SSD / NVIDIA MX350 2GB / 15.6"" FHD display",https://www.daraz.com.np/products/asus-vivobook-15-k513eq-i5-11th-gen-8gb-ram-512gb-ssd-nvidia-mx350-2gb-156-fhd-display-i128026725-s1035084319.html?search=1,CPUIntel Core i5 1135G7 Processor GraphicsNVIDIA GeForce MX350 2GB Memory8GB DDR4 3200MHz SDRAM Onboard memory Display156inch 169 LEDbacklit FullHD 1920 x 1080 pixels 60Hz AntiGlare Panel with 45% NTSC Connections1 x COMBO audio jack 1 x TypeC USB 32 Gen 1 1 x TypeA USB 32 Gen 1 2 x TypeA USB20 1 x HDMI 1 x micro SD card NetworkingIntegrated WiFi 6 80211 ax 2x2 Storage512GB PCIe Gen3 x2 SSD M2 Sizeheight x width x depth 359 x 235 x 179 mm WxDxH Battery3 Cell 42 Wh Battery CameraWebcam720p Weight17 Kg Keyboard and TouchpadIlluminated chiclet keyboard AudioSupports Windows 10 Cortana with Voice Harman Kardon Included in the BoxAsus VivoBook 15 K513EA Power adaptor with power cord 65W
3050,"Asus TUF Gaming F15 FX507ZC4 (2023)- (i5, 12th Gen 12500H, RTX 3050 Graphics, 8 Gb RAM, 512 Gb SSD, 15.6"" FHD 144Hz Display, Windows 11, Backpack, Mouse | Nagmani International",https://www.daraz.com.np/products/asus-tuf-gaming-f15-fx507zc4-2023-i5-12th-gen-12500h-rtx-3050-graphics-8-gb-ram-512-gb-ssd-156-fhd-144hz-display-windows-11-backpack-mouse-nagmani-international-i127859545-s1034840704.html?search=1,CPU 12th Gen Intel® Core™ i512500H Processor 25 GHz 18M Cache up to 45 GHz 12cores 4 Pcores and 8 Ecores Display 156inch FHD 1920 x 1080 169 antiglare display sRGB625% Adobe4734% Refresh Rate144Hz IPS level AdaptiveSync MUX Switch + Optimus Operating system Windows 11 Home Graphics NVIDIA® GeForce RTX™ 3050 Laptop GPU Main memory8GB DDR54800MHz Storage 512GB M2 NVMe™ PCIe® 30 SSD Connectivity WiFi 680211ax+Bluetooth 52 Dual band Camera 720p HD camera\ Battery 76WHrs 4S1P 4cell Liion
nan,Asus Zenbook Flip 15 Q508U AMD Ryzen 7 5700U 8GB 256GB SSD 15.6″ FHD Touchscreen x 360 Rotate NVIDIA MX450 2GB Laptop,https://www.daraz.com.np/products/asus-zenbook-flip-15-q508u-amd-ryzen-7-5700u-8gb-256gb-ssd-156-fhd-touchscreen-x-360-rotate-nvidia-mx450-2gb-laptop-i121969717-s1033482120.html?search=1,CPU  AMD Ryzen™ 7 5700U RAM  8 GB LPDDR4X HDD  256GB SSD Screen  156inch Full HD 1920 x 1080 Touchscreen X360 Graphic  NVIDIA® GeForce® MX450 2GB Backlit Keyboard Windows 11 Home
nan,Acer Aspire GO 14 AMD Ryzen 5 7520U – 8GB DDR5 RAM – 512GB NVMe SSD – AMD Radeon Graphics – 14″ WUXGA Display – Silver,https://www.daraz.com.np/products/acer-aspire-go-14-amd-ryzen-5-7520u-8gb-ddr5-ram-512gb-nvme-ssd-amd-radeon-graphics-14-wuxga-display-silver-i129886317-s1037749348.html?search=1,ReadytoGo Performance The Aspire Go is readytogo with the latest AMD Ryzen 5 7520U Processor Memory 8GB LPDDR5 Onboard Memory Storage 512GB NVMe solidstate drive storage to store your files and media Visibly Stunning Experience sharp details and crisp colors on the 14″ Full HD WUXGA display with 169 aspect ratio and narrow bezels Wireless WiFi 6 Convenience Maintain a strong consistent wireless signal with WiFi 6 Ports For All Your Accessories 1 – USB TypeC Port USB 32 Gen 2 up to 10 Gbps DisplayPort over USB TypeC & USB Charging 2 – USB 32 Gen 1 Ports 1 – HDMI 21 Port with HDCP support 1 – HeadphoneSpeakerLineOut Jack DCin for AC adapter Warranty One year against manufacturing defects
3050,"ASUS TUF Gaming F15 FX507ZC4 - i5 12th Gen 12500H | RTX 3050 Graphics | 8 GB RAM | 512 GB SSD | 15.6"" FHD 144Hz Display | Windows 11 | Nagmani International",https://www.daraz.com.np/products/asus-tuf-gaming-f15-fx507zc4-i5-12th-gen-12500h-rtx-3050-graphics-8-gb-ram-512-gb-ssd-156-fhd-144hz-display-windows-11-nagmani-international-i128130914-s1035230334.html?search=1,CPU  12th Gen Intel® Core™ i512500H Processor 25 GHz 18M Cache up to 45 GHz 12cores 4 Pcores and 8 Ecores Display  156inch FHD 1920 x 1080 169 antiglare display sRGB625% Adobe4734% Refresh Rate144Hz IPSlevel AdaptiveSync MUX Switch + Optimus Operating system  Windows 11 Home Graphics  NVIDIA® GeForce RTX™ 3050 Laptop GPU Main memory  8GB DDR43200MHz Storage  512GB M2 NVMe™ PCIe® 30 SSD Connectivity  WiFi 680211ax+Bluetooth 52 Dual band Camera  720p HD camera IO ports  1x 35mm Combo Audio Jack 1x HDMI 20b 1x Thunderbolt™ 4 support DisplayPort™ 1x USB 32 Gen 2 TypeC support DisplayPort™  power delivery  GSYNC 2x USB 32 Gen 1 TypeA1x RJ45 LAN port Touchpad  RGB Keyboard Touchpad Audio  Dolby Atmos AI noisecanceling technology HiRes certification Builtin array microphone2speaker system Battery  56WHrs 4S1P 4cell Liion Dimensions354 x 251 x 199 ~ 207 cm 1394″ x 988″ x 078″ ~ 081″ Weight  200 Kg 441 lbs
nan,"Apple MacBook Air (13.6 inch M2, 2022) Apple M2 Chip with 8C CPU, 10C GPU, 24GB RAM, 1TB SSD -EvoStore",https://www.daraz.com.np/products/apple-macbook-air-136-inch-m2-2022-apple-m2-chip-with-8c-cpu-10c-gpu-24gb-ram-1tb-ssd-evostore-i124323546-s1033742159.html?search=1,Supercharged by the nextgeneration M2 chip the redesigned MacBook Air combines incredible performance and up to 18 hours of battery life into its strikingly thin aluminum enclosure Apple M2 chip with 8‑core CPU 10‑core GPU 16‑core Neural Engine 24GB unified memory 1TB SSD storage 3446 cm 136inch Liquid Retina display with True Tone 1080p FaceTime HD camera MagSafe 3 charging port Two Thunderbolt  USB 4 ports 35W Dual USBC Power Adapter Backlit Magic Keyboard with Touch ID  US English
nan,Dell Vostro 3520 Intel Core i3 12th Generation 1215U – 8GB DDR4 RAM – 256GB SSD Storage – Intel UHD Graphics – 15.6″ FHD 120Hz Display – Black,https://www.daraz.com.np/products/dell-vostro-3520-intel-core-i3-12th-generation-1215u-8gb-ddr4-ram-256gb-ssd-storage-intel-uhd-graphics-156-fhd-120hz-display-black-i128842929-s1036777665.html?search=1,Processor Intel i31215U to 440 GHz 6Cores & 10MB Cache RAM & Storage 8GB 4GB x 1 DDR4 2666MHz & 256GB NVMe SSD Display & Graphics 156″ FHD WVA AG 120Hz 250 nits Narrow Border & Integrated Graphics Keyboard & Warranty Standard Keyboard & 1 Year Onsite Hardware Service Ports 2 USB 32 Gen 1 ports 1 USB 20 port 1 Headset jack 1 HDMI 14 port* 1 M2 22302280 slot for solidstate drive 1 SD 30 card slot One Year warranty against manufacturing defects
nan,"Lenovo ThinkBook 14 5-1255U | 8GB RAM | 256GB SSD | 14"" FHD Display | Backlight Keyboard | 1 Year Warranty",https://www.daraz.com.np/products/lenovo-thinkbook-14-5-1255u-8gb-ram-256gb-ssd-14-fhd-display-backlight-keyboard-1-year-warranty-i129855856-s1037716200.html?search=1,"Model Lenovo ThinkBook 14 Processor Intel Core i51255U processor RAM 8GB DDR4 MAX upto 40GB Storage 256GB SSD Display 14"" FHD 1920x1080 IPS 300nits Graphic Integrated Intel® Iris® Xe Graphic"
nan,Apple Macbookpro 14.2‑Inch 10-Core Cpu/16-Core Gpu/16Gb/1Tb Ssd,https://www.daraz.com.np/products/apple-macbookpro-142inch-10-core-cpu16-core-gpu16gb1tb-ssd-i121178929-s1032987676.html?search=1,"Apple MacBook Pro 14"" with Liquid Retina XDR Display  96W USBC Power Adapter  USBC to MagSafe 3 Cable 2m  Apple 1 Year Limited Warranty Apple M1 Pro chip for a massive leap in CPU GPU and machine learning performance 10core CPU delivers up to 37x faster performance to fly through pro workflows quicker than ever 16core GPU with up to 13x faster performance for graphicsintensive apps and games 16core Neural Engine for up to 11x faster machine learning performance"
nan,HP 14 Core i3 10th Gen 4GB RAM 128GB SSD 14’’HD,https://www.daraz.com.np/products/hp-14-core-i3-10th-gen-4gb-ram-128gb-ssd-14hd-i119741268-s1032753383.html?search=1,"Processor Intel core i3 Generation 10th Gen RAM 4GB SSD 128GB Graphics Intel UHS Graphis Integrated Display 14"" diagonal HD microedge antiglare 250 nits 1366 x 768 Keyboard Full Size Audio 2x Speaker Battery 3cell 42Wh Port 1x SuperSpeed USB TypeC® 5Gbps signaling rate 2x SuperSpeed USB TypeA 5Gbps signaling rate 1x HDMI 14 1x headphonemicrophone combo Size1276 x 886 x 071 in Weight 146kg Inside Box content 1x Laptop 1x User manual and 1x Power Adaptor"
nan,HP Elitebook 845 G9 AMD Ryzen 5 PRO 16GB RAM/512GB SSD,https://www.daraz.com.np/products/hp-elitebook-845-g9-amd-ryzen-5-pro-16gb-ram512gb-ssd-i128122074-s1035205399.html?search=1,"HP Elitebook845 G9 Processor AMD Ryzen 5 Octa Core Speed 23GHz RAM 16 GB DDR5 ROM 512 GB SSD Battery Life Up to 10 Hours Display14"" Screen AMD Graphics Windows OS Wireless Connection USB 30 Comes with AC Adapter Backlit Keyboard FP Reader WIN 11 pro Screen Resolution 1920*1200"
nan,"Apple MacBook Pro (16-inch, Apple M1 Pro chip with 10‑core CPU and 16‑core GPU, 16GB RAM, 512GB SSD) - Space Gray",https://www.daraz.com.np/products/apple-macbook-pro-16-inch-apple-m1-pro-chip-with-10core-cpu-and-16core-gpu-16gb-ram-512gb-ssd-space-gray-i121270780-s1033025172.html?search=1,Apple M1 Pro or M1 Max chip for a massive leap in CPU GPU and machine learning performance Up to 10core CPU delivers up to 2x faster performance to fly through pro workflows quicker than ever Up to 32core GPU with up to 4x faster performance for graphicsintensive apps and games 16core Neural Engine for up to 5x faster machine learning performance Longer battery life up to 21 hours Up to 64GB of unified memory so everything you do is fast and fluid Up to 8TB of superfast SSD storage launches apps and opens files in an instant Stunning 16inch Liquid Retina XDR display with extreme dynamic range and contrast ratio 1080p FaceTime HD camera with advanced image signal processor for sharper video calls Sixspeaker sound system with forcecancelling woofers
nan,"Dell Vostro 15 3520 (Intel Core i5 - 1235U Processor | 8GB RAM | 512GB SSD | Intel UHD Graphics Card | 15.6"" FHD Display)",https://www.daraz.com.np/products/dell-vostro-15-3520-intel-core-i5-1235u-processor-8gb-ram-512gb-ssd-intel-uhd-graphics-card-156-fhd-display-i131756484-s1038957651.html?search=1,"12th Gen Intel® Core™ i51255U 12 MB cache 10cores 12 threads up to 470 GHz Turbo 8 GB DDR4 3200MHz Expandable up to 16GB 256 GB M2 NVMe PCIe SSD Intel UHD Graphics Card Windows 11 PRO 156"" FHD 1920 x 1080 120Hz WVA AntiGlare 250 nit Narrow Border LEDBacklit 80211ac 1x1 WiFi Bluetooth® wireless card Connectivity2 USB 32 Gen 1 port1 USB 20 port1 headset headphone and microphone combo port1 HDMI 14 portHDMI 14 Maximum resolution supported over HDMI is 1920x1080 @60Hz No 4K2K output1 RJ45 Ethernet port flipdown Slots1 M2 2230 slot for WiFi and Bluetooth card1 M2 22302280 slot for solidstate drive1 SD 30 card slot1 wedgeshaped lock slo AudioStereo speakers 2 W x 2 = 4 W total Camera720p at 30 fps HD camera Single integrated microphone KeyboardNonBacklit Keyboard English Weight  DimensionHeight 067"" – 088"" 1696 mm – 2247 mmWidth 1411"" 35850 mmDepth 927"" 23556 mmStarting weight 365 lbs 166 kg Battery4 Cell 54 Wh integrated Power65 Watt AC Adapter Warranty1 Year"
